"lang"
{
"Language"	"finnish"
"L4D_Lobby_Status_Waiting"	"Odotetaan, kunnes neljä pelaajaa liittyy peliin"
"[english]L4D_Lobby_Status_Waiting"	"Waiting for four players to join"
"L4D_Lobby_PlayerSlotAvailable"	"Pelaajapaikka vapaana"
"[english]L4D_Lobby_PlayerSlotAvailable"	"Player slot available"
"L4D_Lobby_Button_StartGame"	"ALOITA PELI"
"[english]L4D_Lobby_Button_StartGame"	"START THE GAME"
"L4D_Lobby_PlayerDropDown"	"Mykistä pelaaja, lähetä pelaajalle viesti tai vieraile pelaajan Steam ID -sivulla.\nAulan johtajana voit poistaa pelaajan aulasta."
"[english]L4D_Lobby_PlayerDropDown"	"Mute, send a message to, or view the Steam ID page of the player.\nAs a Lobby Leader you may kick the player from the lobby."
"L4D_class_special_ability_title"	"ERIKOISKYKY:"
"[english]L4D_class_special_ability_title"	"SPECIAL ABILITY:"
"L4D_class_primary_attack_title"	"ENSISIJAINEN HYÖKKÄYS"
"[english]L4D_class_primary_attack_title"	"PRIMARY ATTACK:"
"L4D_class_hunter_name"	"Hunter"
"[english]L4D_class_hunter_name"	"Hunter"
"L4D_class_hunter_ability_text"	"ERIKOISKYKY: Syöksy\nHyppää pitkiä matkoja ja vahingoita selviytyjiä syöksymällä heidän kimppuunsa."
"[english]L4D_class_hunter_ability_text"	"SPECIAL ABILITY: Pounce\nLeap great distances and pounce Survivors to damage."
"L4D_class_boomer_name"	"Boomer"
"[english]L4D_class_boomer_name"	"Boomer"
"L4D_class_boomer_ability_text"	"ERIKOISKYKY: Oksennus\nHoukuttele lauma oksentamalla selviytyjien päälle. Kuolema johtaa räjähdysmäiseen oksennusryöppyyn."
"[english]L4D_class_boomer_ability_text"	"SPECIAL ABILITY: Vomit\nVomit bile on Survivors to attract the horde. Death results in an explosive shower of bile."
"L4D_class_smoker_name"	"Smoker"
"[english]L4D_class_smoker_name"	"Smoker"
"L4D_class_smoker_ability_text"	"ERIKOISKYKY: Kielilasso\nKurista selviytyjiä kielelläsi. Voit napata pahaa-aavistamattomia selviytyjiä korkeiden paikkojen tai esteiden päältä."
"[english]L4D_class_smoker_ability_text"	"SPECIAL ABILITY: Tongue Snare\nConstrict Survivors with your tongue. Use elevation or obstacles to ensnare unsuspecting Survivors."
"L4D_class_spitter_name"	"Spitter"
"[english]L4D_class_spitter_name"	"Spitter"
"L4D_class_spitter_ability_text"	"ERIKOISKYKY: Sylki\nErota selviytyjät toisistaan sylkemällä myrkyllistä limaa."
"[english]L4D_class_spitter_ability_text"	"SPECIAL ABILITY: Spit\nSpew noxious waste to separate Survivors from one another."
"L4D_class_charger_name"	"Charger"
"[english]L4D_class_charger_name"	"Charger"
"L4D_class_charger_ability_text"	"ERIKOISKYKY: Rynnäköinti\nTartu selviytyjiin ja kanna heidät pois tiimi luota."
"[english]L4D_class_charger_ability_text"	"SPECIAL ABILITY: Charge\nGrab Survivors and carry them away from their team."
"L4D_class_jockey_name"	"Jockey"
"[english]L4D_class_jockey_name"	"Jockey"
"L4D_class_jockey_ability_text"	"ERIKOISKYKY: Loikka\nHyppää selviytyjien niskaan ja ohjaa heidät vaaroihin."
"[english]L4D_class_jockey_ability_text"	"SPECIAL ABILITY: Leap\nJump on Survivors and steer them into obstacles."
"L4D_class_random_name"	"Satunnainen"
"[english]L4D_class_random_name"	"Random"
"L4D_class_random_ability_text"	"Luokka valitaan satunnaisesti, kun synnyt."
"[english]L4D_class_random_ability_text"	"Randomly selects a class each time you spawn."
"L4D_class_tank_name"	"Tank"
"[english]L4D_class_tank_name"	"Tank"
"L4D_class_witch_name"	"Witch"
"[english]L4D_class_witch_name"	"Witch"
"L4D_class_infected_name"	"Saastuneet"
"[english]L4D_class_infected_name"	"Infected"
"L4D_class_hunter_player_name"	"%s1 (Hunter)"
"[english]L4D_class_hunter_player_name"	"%s1 (Hunter)"
"L4D_class_boomer_player_name"	"%s1 (Boomer)"
"[english]L4D_class_boomer_player_name"	"%s1 (Boomer)"
"L4D_class_smoker_player_name"	"%s1 (Smoker)"
"[english]L4D_class_smoker_player_name"	"%s1 (Smoker)"
"L4D_class_spitter_player_name"	"%s1 (Spitter)"
"[english]L4D_class_spitter_player_name"	"%s1 (Spitter)"
"L4D_class_charger_player_name"	"%s1 (Charger)"
"[english]L4D_class_charger_player_name"	"%s1 (Charger)"
"L4D_class_jokcey_player_name"	"%s1 (Jockey)"
"[english]L4D_class_jokcey_player_name"	"%s1 (Jockey)"
"L4D_class_tank_player_name"	"%s1 (Tank)"
"[english]L4D_class_tank_player_name"	"%s1 (Tank)"
"L4D_spectator_select_side"	"VALITSE PUOLI"
"[english]L4D_spectator_select_side"	"SELECT A SIDE TO JOIN"
"L4D_spectator_cant_change_teams"	"TIIMIN VAIHTAMINEN EI ONNISTU"
"[english]L4D_spectator_cant_change_teams"	"UNABLE TO CHANGE TEAMS"
"L4D_spectator_team_change_limit"	"Tiiminvaihtokertoja on jo tällä kartalla sallittu enimmäismäärä."
"[english]L4D_spectator_team_change_limit"	"You have reached the maximum number of team changes allowed for this map."
"L4D_spectator_waiting_for_players"	"Sinun on odotettava, kunnes kaikki pelaajat ovat ladanneet."
"[english]L4D_spectator_waiting_for_players"	"You must wait until all players have loaded."
"L4D_spectator_team_on_team_game"	"Tiimiä ei voi vaihtaa Versus-tiimipelissä."
"[english]L4D_spectator_team_on_team_game"	"You cannot change teams in a team vs. team game."
"L4D_s_bot_control_subtitle"	"Painamalla näppäintä voit pelata hahmolla %s1"
"[english]L4D_s_bot_control_subtitle"	"Press to play as %s1"
"L4D_s_team_ready_title"	"ODOTETAAN ERÄN ALKAMISTA"
"[english]L4D_s_team_ready_title"	"WAITING FOR ROUND TO START"
"L4D_s_team_ready_subtitle"	"Valmistaudu vaarallista matkaa varten"
"[english]L4D_s_team_ready_subtitle"	"Gear up for the dangerous journey ahead"
"L4D_s_team_ready_seconds_1"	"SEKUNTIA"
"[english]L4D_s_team_ready_seconds_1"	"SECONDS UNTIL"
"L4D_s_team_ready_seconds_2"	"ERÄN ALKUUN"
"[english]L4D_s_team_ready_seconds_2"	"ROUND BEGINS"
"L4D_s_team_ready_please_wait"	"ODOTA TIIMISI MUITA JÄSENIÄ"
"[english]L4D_s_team_ready_please_wait"	"PLEASE WAIT FOR YOUR TEAMMATES"
"L4D_s_team_ready_playtest"	"ODOTA, KUNNES KAIKKI PELAAJAT OVAT LIITTYNEET PELIIN"
"[english]L4D_s_team_ready_playtest"	"PLEASE WAIT FOR ALL PLAYERS TO JOIN"
"L4D_teammate_is_in_peril"	"TIIMIKAVERI ON PULASSA"
"[english]L4D_teammate_is_in_peril"	"A TEAMMATE IS IN TROUBLE"
"L4D_teammate_is_in_peril_use"	"PAINA %s1-NÄPPÄINTÄ, NIIN NÄET HEIDÄT"
"[english]L4D_teammate_is_in_peril_use"	"PRESS THE %s1 BUTTON TO SEE THEM"
"L4D_teammate_is_in_peril_use_word"	"KÄYTÄ"
"[english]L4D_teammate_is_in_peril_use_word"	"USE"
"L4D_progress_reviving_friend"	"ELVYTETÄÄN TIIMIKAVERIA"
"[english]L4D_progress_reviving_friend"	"REVIVING TEAMMATE"
"L4D_progress_being_revived"	"SINUA ELVYTETÄÄN"
"[english]L4D_progress_being_revived"	"BEING REVIVED"
"L4D_progress_helping_friend_up"	"YSTÄVÄÄ AUTETAAN YLÖS"
"[english]L4D_progress_helping_friend_up"	"HELPING YOUR FRIEND UP"
"L4D_progress_being_helped_up"	"SINUA AUTETAAN YLÖS"
"[english]L4D_progress_being_helped_up"	"BEING HELPED UP"
"L4D_progress_heal"	"PARANNAT ITSESI"
"[english]L4D_progress_heal"	"HEALING YOURSELF"
"L4D_progress_heal_friend"	"TIIMIKAVERIA PARANNETAAN"
"[english]L4D_progress_heal_friend"	"HEALING TEAMMATE"
"L4D_progress_being_healed"	"SINUA PARANNETAAN"
"[english]L4D_progress_being_healed"	"BEING HEALED"
"L4D_progress_reviving_player"	"Pelastajasi: %s1"
"[english]L4D_progress_reviving_player"	"Your savior: %s1"
"L4D_progress_healing_player"	"Parantajasi: %s1"
"[english]L4D_progress_healing_player"	"Your healer: %s1"
"L4D_progress_healing_target"	"Kohteesi: %s1"
"[english]L4D_progress_healing_target"	"Your target: %s1"
"L4D_progress_giving_ammo"	"ANNETAAN AMMUKSIA"
"[english]L4D_progress_giving_ammo"	"GIVING AMMO"
"L4D_progress_giving_ammo_to_self"	"AVATAAN AMMUSPAKKAUSTA"
"[english]L4D_progress_giving_ammo_to_self"	"OPENING AMMO PACK"
"L4D_progress_being_given_ammo"	"OTETAAN AMMUKSIA"
"[english]L4D_progress_being_given_ammo"	"GETTING AMMO"
"L4D_progress_giving_ammo_target"	"Kohteesi: %s1"
"[english]L4D_progress_giving_ammo_target"	"Your target: %s1"
"L4D_progress_defibrillator"	"KÄYTETÄÄN SYDÄNISKURIA"
"[english]L4D_progress_defibrillator"	"USING DEFIBRILLATOR"
"L4D_progress_defibrillator_target"	"Kohteesi: %s1"
"[english]L4D_progress_defibrillator_target"	"Your target: %s1"
"L4D_progress_open_upgrade_pack_incendiary"	"JAETAAN PALAVIA AMMUKSIA"
"[english]L4D_progress_open_upgrade_pack_incendiary"	"DEPLOYING INCENDIARY AMMO"
"L4D_progress_open_upgrade_pack_explosive"	"JAETAAN RÄJÄHTÄVIÄ AMMUKSIA"
"[english]L4D_progress_open_upgrade_pack_explosive"	"DEPLOYING EXPLOSIVE AMMO"
"L4D_progress_using_gas_can"	"KAADETAAN BENSIINIÄ"
"[english]L4D_progress_using_gas_can"	"POURING FUEL"
"L4D_progress_using_cola_bottles"	"KIINNITETÄÄN KOKISPULLOJA"
"[english]L4D_progress_using_cola_bottles"	"ATTACHING COLA BOTTLES"
"L4D_progress_using_cola_bottles_alt1"	"VIEDÄÄN KOKISPULLOJA"
"[english]L4D_progress_using_cola_bottles_alt1"	"DELIVERING COLA BOTTLES"
"L4D_progress_using_cola_bottles_alt2"	"TOIMITETAAN KOKISPULLOJA"
"[english]L4D_progress_using_cola_bottles_alt2"	"SUPPLYING COLA BOTTLES"
"L4D_btn_ok"	"OK"
"[english]L4D_btn_ok"	"OK"
"L4D_btn_select"	"VALITSE"
"[english]L4D_btn_select"	"SELECT"
"L4D_btn_cancel"	"PERUUTA"
"[english]L4D_btn_cancel"	"CANCEL"
"L4D_btn_spectate"	"KATSELE"
"[english]L4D_btn_spectate"	"SPECTATE"
"L4D_btn_continue"	"JATKA"
"[english]L4D_btn_continue"	"CONTINUE"
"L4D_btn_dont_show_again"	"Älä näytä tätä uudelleen"
"[english]L4D_btn_dont_show_again"	"Don't show me this again"
"L4D_btn_dont_show_hunter_again"	"Älä näytä Hunterin tietoja uudelleen"
"[english]L4D_btn_dont_show_hunter_again"	"Don't show me Hunter info again"
"L4D_btn_dont_show_smoker_again"	"Älä näytä Smokerin tietoja uudelleen"
"[english]L4D_btn_dont_show_smoker_again"	"Don't show me Smoker info again"
"L4D_btn_dont_show_boomer_again"	"Älä näytä Boomerin tietoja uudelleen"
"[english]L4D_btn_dont_show_boomer_again"	"Don't show me Boomer info again"
"L4D_btn_dont_show_spitter_again"	"Älä näytä Spitterin tietoja uudelleen"
"[english]L4D_btn_dont_show_spitter_again"	"Don't show me Spitter info again"
"L4D_btn_dont_show_charger_again"	"Älä näytä Chargerin tietoja uudelleen"
"[english]L4D_btn_dont_show_charger_again"	"Don't show me Charger info again"
"L4D_btn_dont_show_jockey_again"	"Älä näytä Jockeyn tietoja uudelleen"
"[english]L4D_btn_dont_show_jockey_again"	"Don't show me Jockey info again"
"L4D_btn_play_survivor"	"PELAA SELVIYTYJÄNÄ"
"[english]L4D_btn_play_survivor"	"PLAY AS A SURVIVOR"
"L4D_btn_play_infected"	"PELAA SAASTUNEENA"
"[english]L4D_btn_play_infected"	"PLAY AS AN INFECTED"
"L4D_HIT_ASSIST_ATTACK"	"%s1 osui hahmoon %s2 pelaajan %s3 avustuksella"
"[english]L4D_HIT_ASSIST_ATTACK"	"%s1 hit %s2, assisted by %s3"
"L4D_HIT_ATTACK"	"%s1 osui hahmoon %s2"
"[english]L4D_HIT_ATTACK"	"%s1 hit %s2"
"L4D_HIT_ASSIST"	"%s1 avusti, kun vastassa oli %s2"
"[english]L4D_HIT_ASSIST"	"%s1 assisted against %s2"
"L4D_HIT_PUSH_ASSIST_ATTACK"	"%s1 työnsi hahmoa %s2 pelaajan %s3 avustuksella"
"[english]L4D_HIT_PUSH_ASSIST_ATTACK"	"%s1 pushed %s2, assisted by %s3"
"L4D_HIT_PUSH_ATTACK"	"%s1 työnsi hahmoa %s2"
"[english]L4D_HIT_PUSH_ATTACK"	"%s1 pushed %s2"
"L4D_HIT_POUNCE_ATTACK"	"%s1 syöksyi pelaajan %s2 kimppuun ja aiheutti %s3 pisteen vauriot"
"[english]L4D_HIT_POUNCE_ATTACK"	"%s1 pounced %s2 for %s3 damage"
"L4D_INCAPACITATE"	"%s1 lamautti pelaajan %s2"
"[english]L4D_INCAPACITATE"	"%s1 incapacitated %s2"
"L4D_INCAPACITATE_ASSIST"	"%s1 avusti pelaajan %s2 lamauttamisessa"
"[english]L4D_INCAPACITATE_ASSIST"	"%s1 assisted incapacitating %s2"
"L4D_KILLED"	"%s1 tappoi hahmon %s2"
"[english]L4D_KILLED"	"%s1 killed %s2"
"L4D_KILLED_HUNTER"	"%s1 tappoi Hunterin"
"[english]L4D_KILLED_HUNTER"	"%s1 killed a Hunter"
"L4D_KILLED_BOOMER"	"%s1 tappoi Boomerin"
"[english]L4D_KILLED_BOOMER"	"%s1 killed a Boomer"
"L4D_KILLED_SMOKER"	"%s1 tappoi Smokerin"
"[english]L4D_KILLED_SMOKER"	"%s1 killed a Smoker"
"L4D_KILLED_SPITTER"	"%s1 tappoi Spitterin"
"[english]L4D_KILLED_SPITTER"	"%s1 killed a Spitter"
"L4D_KILLED_CHARGER"	"%s1 tappoi Chargerin"
"[english]L4D_KILLED_CHARGER"	"%s1 killed a Charger"
"L4D_KILLED_JOCKEY"	"%s1 tappoi Jockeyn"
"[english]L4D_KILLED_JOCKEY"	"%s1 killed a Jockey"
"L4D_DEFIBRILLATOR_USED"	"%s1 palautti pelaajan %s2 kuolleista"
"[english]L4D_DEFIBRILLATOR_USED"	"%s1 brought %s2 back from the dead"
"L4D_SCAVENGE_DESTROY_GASCAN"	"%s1 tuhosi bensakanisterin"
"[english]L4D_SCAVENGE_DESTROY_GASCAN"	"%s1 destroyed a gas can"
"L4D_VS_REACHED_MARKER"	"Selviytyjät ovat selvinneet %s1% matkasta!"
"[english]L4D_VS_REACHED_MARKER"	"The Survivors have made it %s1% of the way!"
"L4D_Z_Tip_TANK_FRUSTRATED"	"Tank ei voi odottaa, sen on hyökättävä!\nMenetit tämän Tankin hallinnan."
"[english]L4D_Z_Tip_TANK_FRUSTRATED"	"A Tank cannot wait—it must attack!\nYou have lost control of this Tank."
"L4D_Z_Tip_RELOCATED_CLOSER_TO_SURVIVORS"	"Ohjaaja on siirtänyt sinut lähemmäs selviytyjiä"
"[english]L4D_Z_Tip_RELOCATED_CLOSER_TO_SURVIVORS"	"The Director has moved you closer to the Survivors"
"L4D_Scenario_Restart"	"Skenaario aloitetaan uudelleen..."
"[english]L4D_Scenario_Restart"	"Restarting the scenario..."
"L4D_Scenario_Survivors_Dead"	"Selviytyjät on lyöty"
"[english]L4D_Scenario_Survivors_Dead"	"The Survivors have been overwhelmed"
"L4D_Scenario_Finale_Death_Message"	"...mutta tiimikaverisi voivat yhä paeta"
"[english]L4D_Scenario_Finale_Death_Message"	"...but your teammates can still escape"
"L4D_Scenario_Radio_Destroyed"	"Radio on tuhottu"
"[english]L4D_Scenario_Radio_Destroyed"	"The radio has been destroyed"
"L4D_Scenario_Finale_Won"	"Selviytyjät ovat paenneet!"
"[english]L4D_Scenario_Finale_Won"	"The Survivors have escaped!"
"L4D_OnAwardSaved"	"%s1 pelasti pelaajan %s2"
"[english]L4D_OnAwardSaved"	"%s1 saved %s2"
"L4D_OnAwardSharing"	"%s1 lääkitsi pelaajaa %s2"
"[english]L4D_OnAwardSharing"	"%s1 gave health to %s2"
"L4D_OnAwardSharingAdrenaline"	"%s1 antoi adrenaliinia pelaajalle %s2"
"[english]L4D_OnAwardSharingAdrenaline"	"%s1 gave adrenaline to %s2"
"L4D_OnAwardProtector"	"%s1 suojeli pelaajaa %s2"
"[english]L4D_OnAwardProtector"	"%s1 protected %s2"
"L4D_OnAwardRescuer"	"%s1 pelasti pelaajan %s2"
"[english]L4D_OnAwardRescuer"	"%s1 rescued %s2"
"L4D_OnAwardMedic"	"%s1 paransi pelaajan %s2"
"[english]L4D_OnAwardMedic"	"%s1 healed %s2"
"L4D_TankRangeCull"	"Kaikki selviytyjät\novat liian kaukana.\nJos et mene lähemmäs, sinut tapetaan pian..."
"[english]L4D_TankRangeCull"	"All of the Survivors\nare too far away.\nGet close or be killed soon..."
"L4D_ZombieRangeCull"	"Kaikki selviytyjät\novat liian kaukana.\nJos et mene lähemmäs, sinut siirretään lähemmäs..."
"[english]L4D_ZombieRangeCull"	"All of the Survivors\nare too far away.\nGet close or be moved closer..."
"L4D_ZombieFinaleStart"	"Tapa selviytyjät, ennen kuin heidät pelastetaan"
"[english]L4D_ZombieFinaleStart"	"Kill the Survivors before they are rescued"
"L4D_ZombieGoal"	"Älä anna selviytyjien päästä turvaan"
"[english]L4D_ZombieGoal"	"Prevent the Survivors from reaching safety"
"L4D_ZombieCheckPointDoor"	"Turvahuoneen ovia ei voi murtaa. Etsi toinen reitti."
"[english]L4D_ZombieCheckPointDoor"	"You can't break down safe room doors. Find a way around."
"L4D_Zombie_UI_Press"	"Paina "
"[english]L4D_Zombie_UI_Press"	"Press "
"L4D_Zombie_UI_Not_Bound"	"< not bound > -näppäintä,"
"[english]L4D_Zombie_UI_Not_Bound"	"< not bound >"
"L4D_Zombie_UI_Become"	" niin sinusta tehdään "
"[english]L4D_Zombie_UI_Become"	" to become the "
"L4D_Zombie_UI_Tank"	"TANK"
"[english]L4D_Zombie_UI_Tank"	"TANK"
"L4D_Zombie_UI_Will_Become"	"Sinusta tehdään "
"[english]L4D_Zombie_UI_Will_Become"	"You will become a "
"L4D_Zombie_UI_One_Second"	" sekunnin kuluttua"
"[english]L4D_Zombie_UI_One_Second"	" in 1 second"
"L4D_Zombie_UI_Are_Become"	"Sinusta tehdään "
"[english]L4D_Zombie_UI_Are_Become"	"You are becoming "
"L4D_Zombie_UI_In"	" sekunnin"
"[english]L4D_Zombie_UI_In"	" in"
"L4D_Zombie_UI_Seconds"	"kuluttua"
"[english]L4D_Zombie_UI_Seconds"	"seconds"
"L4D_Zombie_UI_Become_This"	" sinusta tehdään "
"[english]L4D_Zombie_UI_Become_This"	" to become this "
"L4D_Zombie_UI_Too_Far"	"LIIAN KAUKANA SELVIYTYJISTÄ"
"[english]L4D_Zombie_UI_Too_Far"	"TOO FAR FROM THE SURVIVORS"
"L4D_Zombie_UI_Being_Moved_Closer"	"Sinut siirretään lähemmäs selviytyjiä..."
"[english]L4D_Zombie_UI_Being_Moved_Closer"	"You are being moved closer to the Survivors..."
"L4D_Zombie_UI_To_Be_Moved"	"Liiku lähemmäs selviytyjiä"
"[english]L4D_Zombie_UI_To_Be_Moved"	"Move closer to the Survivors"
"L4D_Zombie_UI_BadPlace"	"Et voi syntyä tässä"
"[english]L4D_Zombie_UI_BadPlace"	"Can't spawn here"
"L4D_Zombie_UI_Wait_For_Tank"	"Odotetaan Tank-taistelun päättymistä..."
"[english]L4D_Zombie_UI_Wait_For_Tank"	"Waiting for Tank battle conclusion..."
"L4D_Zombie_UI_Spawn_Disabled"	"Syntyminen on estetty..."
"[english]L4D_Zombie_UI_Spawn_Disabled"	"Spawning has been disabled..."
"L4D_Zombie_UI_Wait_For_Finale"	"Odotetaan finaalin alkamista..."
"[english]L4D_Zombie_UI_Wait_For_Finale"	"Waiting for the finale to begin..."
"L4D_Zombie_UI_Wait_For_Stampede"	"Odotetaan seuraavaa saastuneiden ryntäystä..."
"[english]L4D_Zombie_UI_Wait_For_Stampede"	"Waiting for the next stampede of Infected..."
"L4D_Zombie_UI_Survivor_Escaped"	"Selviytyjät ovat paenneet..."
"[english]L4D_Zombie_UI_Survivor_Escaped"	"The Survivors have escaped..."
"L4D_Zombie_UI_Wait_For_Survivors"	"Odotetaan selviytyjiä..."
"[english]L4D_Zombie_UI_Wait_For_Survivors"	"Waiting for Survivors..."
"L4D_Zombie_UI_Wait_For_Scrimmage"	"Odotetaan, kunnes selviytyjä ylittää taistelurajan..."
"[english]L4D_Zombie_UI_Wait_For_Scrimmage"	"Waiting for a Survivor to cross the line of scrimmage..."
"L4D_Zombie_UI_Enter_Spawn_Mode"	"Aikaa syntymistilaan siirtymiseen:"
"[english]L4D_Zombie_UI_Enter_Spawn_Mode"	"You will enter Spawn Mode in"
"L4D_Zombie_UI_Spawn_In_Second"	"Siirryt syntymistilaan sekunnin kuluttua"
"[english]L4D_Zombie_UI_Spawn_In_Second"	"You will enter Spawn Mode in 1 second"
"L4D_Zombie_UI_Entering_Spawn"	"Siirrytään syntymistilaan..."
"[english]L4D_Zombie_UI_Entering_Spawn"	"Entering Spawn Mode..."
"L4D_Zombie_UI_Director_TimeOut"	"Ohjaaja on ottanut aikalisän..."
"[english]L4D_Zombie_UI_Director_TimeOut"	"The Director has called a time-out..."
"L4D_Zombie_UI_Wait_For_Safe_Area"	"Odotetaan, kunnes selviytyjät poistuvat turva-alueelta..."
"[english]L4D_Zombie_UI_Wait_For_Safe_Area"	"Waiting for the Survivors to leave the safe area..."
"L4D_Zombie_UI_Get_Ready_For_Spawn"	"Valmistaudu..."
"[english]L4D_Zombie_UI_Get_Ready_For_Spawn"	"Get ready..."
"L4D_Zombie_UI_Invalid"	"[INVALID]"
"[english]L4D_Zombie_UI_Invalid"	"[INVALID]"
"L4D_Zombie_UI_Press_Fire_To_Play"	"Pelaa painamalla"
"[english]L4D_Zombie_UI_Press_Fire_To_Play"	"Press to play"
"L4D_Zombie_UI_Action"	"Valmiina syntymään"
"[english]L4D_Zombie_UI_Action"	"Ready to spawn"
"L4D_ReportScreen_Performance"	"Tiimin suoritus:"
"[english]L4D_ReportScreen_Performance"	"Team Performance:"
"L4D_ReportScreen_Title_Safe"	"Turvassa... ainakin vähän aikaa."
"[english]L4D_ReportScreen_Title_Safe"	"We're safe... for now."
"L4D_Hour"	"tunti"
"[english]L4D_Hour"	"hour"
"L4D_Hours"	"tuntia"
"[english]L4D_Hours"	"hours"
"L4D_Minute"	"minuutti"
"[english]L4D_Minute"	"minute"
"L4D_Minutes"	"minuuttia"
"[english]L4D_Minutes"	"minutes"
"L4D_MissionTime_Format_Hours"	"%s1 tuntia %s2 minuuttia"
"[english]L4D_MissionTime_Format_Hours"	"%s1 hours, %s2 minutes"
"L4D_Gameplay_Stats"	"Pelitilastot"
"[english]L4D_Gameplay_Stats"	"Gameplay Stats"
"L4D_Stat_Mission_Time"	"Kampanjaan käytetty aika"
"[english]L4D_Stat_Mission_Time"	"Total campaign time"
"L4D_Stat_Time_Played"	"Peliaika"
"[english]L4D_Stat_Time_Played"	"Total time played"
"L4D_Stat_Favorite_Mission"	"Suosikkikampanja"
"[english]L4D_Stat_Favorite_Mission"	"Favorite campaign"
"L4D_Stat_Favorite_Weapon"	"Suosikkiase"
"[english]L4D_Stat_Favorite_Weapon"	"Favorite weapon"
"L4D_Stat_Achievements_Earned"	"Ansaitut saavutukset"	[$WIN32]
"[english]L4D_Stat_Achievements_Earned"	"Achievements earned"
"L4D_Stat_Achievements_Earned"	"Ansaitut saavutukset"	[$X360]
"[english]L4D_Stat_Achievements_Earned"	"Achievements earned"
"L4D_Stat_Restarts"	"Uudelleenkäynnistyskerrat"
"[english]L4D_Stat_Restarts"	"Number of times restarted"
"L4D_Stat_Tagline"	"%s1 zombia vahingoittui tämän elokuvan tekemisessä."
"[english]L4D_Stat_Tagline"	"%s1 zombies were harmed in the making of this film."
"L4D_Highlight_LeastFriendlyFire"	"VAROVAISIN TIIMIKAVERI:"
"[english]L4D_Highlight_LeastFriendlyFire"	"MOST CAREFUL TEAMMATE:"
"L4D_Highlight_MostSpecialsKilled"	"ERIKOISTAPPAJA:"
"[english]L4D_Highlight_MostSpecialsKilled"	"SPECIAL KILLER:"
"L4D_Highlight_MostHeals"	"TIIMIN LÄÄKINTÄMIES:"
"[english]L4D_Highlight_MostHeals"	"TEAM MEDIC:"
"L4D_Highlight_MostSaves"	"PARAS PELASTAJA:"
"[english]L4D_Highlight_MostSaves"	"GREATEST SAVIOR:"
"L4D_Highlight_LeastDamageTaken"	"VÄHITEN VAURIOITA KÄRSINYT:"
"[english]L4D_Highlight_LeastDamageTaken"	"LEAST DAMAGE TAKEN:"
"L4D_Highlight_LeastIncaps"	"VÄHITEN LAMAANTUMISIA:"
"[english]L4D_Highlight_LeastIncaps"	"FEWEST INCAPS:"
"L4D_Highlight_MostDamageToTank"	"TANKINTAPPAJA:"
"[english]L4D_Highlight_MostDamageToTank"	"TANK SLAYER:"
"L4D_Highlight_MostDamageToWitch"	"WITCHINMESTÄSTÄJÄ:"
"[english]L4D_Highlight_MostDamageToWitch"	"WITCH HUNTER:"
"L4D_Highlight_MostAccurate"	"TARKKA-AMPUJA:"
"[english]L4D_Highlight_MostAccurate"	"SHARPSHOOTER:"
"L4D_Highlight_MostHeadshots"	"PÄÄKALLONMETSÄSTÄJÄ:"
"[english]L4D_Highlight_MostHeadshots"	"HEADHUNTER:"
"L4D_Highlight_MostInfectedKilled"	"PARAS PUOLUSTAJA:"
"[english]L4D_Highlight_MostInfectedKilled"	"GENERAL DEFENSE:"
"L4D_HIghlight_MostProtects"	"SUOJELIJA:"
"[english]L4D_HIghlight_MostProtects"	"PROTECTOR:"
"L4D_Highlight_MostMeleeKills"	"LÄHITAISTELIJA:"
"[english]L4D_Highlight_MostMeleeKills"	"MELEE FIGHTER:"
"L4D_Highlight_LeastFriendlyFire_Desc"	"Ampui omia vähiten"
"[english]L4D_Highlight_LeastFriendlyFire_Desc"	"Fewest friendly fire incidents"
"L4D_Highlight_MostSpecialsKilled_Desc"	"Tappoi eniten erikoissaastuneita"
"[english]L4D_Highlight_MostSpecialsKilled_Desc"	"Killed the most Special Infected"
"L4D_Highlight_MostHeals_Desc"	"Paransi eniten tiimikavereita"
"[english]L4D_Highlight_MostHeals_Desc"	"Healed the most teammates"
"L4D_Highlight_MostSaves_Desc"	"Elvytti eniten tiimikavereita"
"[english]L4D_Highlight_MostSaves_Desc"	"Revived the most teammates"
"L4D_Highlight_LeastDamageTaken_Desc"	"Kärsi vähiten vaurioita"
"[english]L4D_Highlight_LeastDamageTaken_Desc"	"Took the least amount of damage"
"L4D_Highlight_LeastIncaps_Desc"	"Lamautettiin harvemmin kuin muut"
"[english]L4D_Highlight_LeastIncaps_Desc"	"Was incapacitated the least number of times"
"L4D_Highlight_MostDamageToTank_Desc"	"Aiheutti eniten vaurioita Tankille"
"[english]L4D_Highlight_MostDamageToTank_Desc"	"Did the most damage to the Tank"
"L4D_Highlight_MostDamageToWitch_Desc"	"Aiheutti eniten vaurioita Witchille"
"[english]L4D_Highlight_MostDamageToWitch_Desc"	"Did the most damage to the Witch"
"L4D_Highlight_MostAccurate_Desc"	"Tarkin ampuja"
"[english]L4D_Highlight_MostAccurate_Desc"	"Highest level of accuracy"
"L4D_Highlight_MostHeadshots_Desc"	"Pääosumia yhteensä"
"[english]L4D_Highlight_MostHeadshots_Desc"	"Total Headshots"
"L4D_Highlight_MostInfectedKilled_Desc"	"Tappoi eniten saastuneita"
"[english]L4D_Highlight_MostInfectedKilled_Desc"	"Killed the most Infected"
