"lang"
{
"Language"	"dutch"
"[english]L4D_class_smoker_ability_text"	"SPECIAL ABILITY: Tongue Snare\nConstrict Survivors with your tongue. Use elevation or obstacles to ensnare unsuspecting Survivors."
"L4D_class_spitter_name"	"Spitter"
"[english]L4D_class_spitter_name"	"Spitter"
"L4D_class_spitter_ability_text"	"SPECIALE VAARDIGHEID: Spugen\nSpuug giftige drab op Overlevenden om ze van elkaar te scheiden."
"[english]L4D_class_spitter_ability_text"	"SPECIAL ABILITY: Spit\nSpew noxious waste to separate Survivors from one another."
"L4D_class_charger_name"	"Charger"
"[english]L4D_class_charger_name"	"Charger"
"L4D_class_charger_ability_text"	"SPECIALE VAARDIGHEID: Aanvallen\nGrijp Overlevenden en sleep ze weg van hun team."
"[english]L4D_class_charger_ability_text"	"SPECIAL ABILITY: Charge\nGrab Survivors and carry them away from their team."
"L4D_class_jockey_name"	"Jockey"
"[english]L4D_class_jockey_name"	"Jockey"
"L4D_class_jockey_ability_text"	"SPECIALE VAARDIGHEID: Springen\nSpring op Overlevenden en stuur ze richting obstakels."
"[english]L4D_class_jockey_ability_text"	"SPECIAL ABILITY: Leap\nJump on Survivors and steer them into obstacles."
"L4D_class_random_name"	"Willekeurig"
"[english]L4D_class_random_name"	"Random"
"L4D_class_random_ability_text"	"Je wordt elke keer in een willekeurige klasse gespawnd."
"[english]L4D_class_random_ability_text"	"Randomly selects a class each time you spawn."
"L4D_class_tank_name"	"Tank"
"[english]L4D_class_tank_name"	"Tank"
"L4D_class_witch_name"	"Witch"
"[english]L4D_class_witch_name"	"Witch"
"L4D_class_infected_name"	"Geïnfecteerden"
"[english]L4D_class_infected_name"	"Infected"
"L4D_class_hunter_player_name"	"%s1 (Hunter)"
"[english]L4D_class_hunter_player_name"	"%s1 (Hunter)"
"L4D_class_boomer_player_name"	"%s1 (Boomer)"
"[english]L4D_class_boomer_player_name"	"%s1 (Boomer)"
"L4D_class_smoker_player_name"	"%s1 (Smoker)"
"[english]L4D_class_smoker_player_name"	"%s1 (Smoker)"
"L4D_class_spitter_player_name"	"%s1 (Spitter)"
"[english]L4D_class_spitter_player_name"	"%s1 (Spitter)"
"L4D_class_charger_player_name"	"%s1 (Charger)"
"[english]L4D_class_charger_player_name"	"%s1 (Charger)"
"L4D_class_jokcey_player_name"	"%s1 (Jockey)"
"[english]L4D_class_jokcey_player_name"	"%s1 (Jockey)"
"L4D_class_tank_player_name"	"%s1 (Tank)"
"[english]L4D_class_tank_player_name"	"%s1 (Tank)"
"L4D_spectator_select_side"	"SELECTEER EEN KLASSE OM JE BIJ AAN TE SLUITEN"
"[english]L4D_spectator_select_side"	"SELECT A SIDE TO JOIN"
"L4D_spectator_cant_change_teams"	"VAN TEAM VERANDEREN NIET MOGELIJK"
"[english]L4D_spectator_cant_change_teams"	"UNABLE TO CHANGE TEAMS"
"L4D_spectator_team_change_limit"	"Je hebt het maximale aantal wijzigingen van team bereikt voor deze kaart."
"[english]L4D_spectator_team_change_limit"	"You have reached the maximum number of team changes allowed for this map."
"L4D_spectator_waiting_for_players"	"Je moet wachten tot alle spelers zijn geladen."
"[english]L4D_spectator_waiting_for_players"	"You must wait until all players have loaded."
"L4D_spectator_team_on_team_game"	"Je kunt niet van team veranderen in een team vs. team spel."
"[english]L4D_spectator_team_on_team_game"	"You cannot change teams in a team vs. team game."
"L4D_s_bot_control_subtitle"	"Druk in om te spelen als %s1"
"[english]L4D_s_bot_control_subtitle"	"Press to play as %s1"
"L4D_s_team_ready_title"	"WACHTEN TOTDAT DE RONDE BEGINT"
"[english]L4D_s_team_ready_title"	"WAITING FOR ROUND TO START"
"L4D_s_team_ready_subtitle"	"Bewapen jezelf voor de gevaarlijke reis"
"[english]L4D_s_team_ready_subtitle"	"Gear up for the dangerous journey ahead"
"L4D_s_team_ready_seconds_1"	"SECONDEN TOT"
"[english]L4D_s_team_ready_seconds_1"	"SECONDS UNTIL"
"L4D_s_team_ready_seconds_2"	"RONDE BEGINT"
"[english]L4D_s_team_ready_seconds_2"	"ROUND BEGINS"
"L4D_s_team_ready_please_wait"	"WACHT OP JE TEAMGENOTEN"
"[english]L4D_s_team_ready_please_wait"	"PLEASE WAIT FOR YOUR TEAMMATES"
"L4D_s_team_ready_playtest"	"WACHT TOT ALLE SPELERS ZIJN AANGEMELD"
"[english]L4D_s_team_ready_playtest"	"PLEASE WAIT FOR ALL PLAYERS TO JOIN"
"L4D_teammate_is_in_peril"	"EEN TEAMGENOOT ZIT IN DE PROBLEMEN"
"[english]L4D_teammate_is_in_peril"	"A TEAMMATE IS IN TROUBLE"
"L4D_teammate_is_in_peril_use"	"DRUK OP %s1 OM HEM TE KUNNEN ZIEN"
"[english]L4D_teammate_is_in_peril_use"	"PRESS THE %s1 BUTTON TO SEE THEM"
"L4D_teammate_is_in_peril_use_word"	"GEBRUIKEN"
"[english]L4D_teammate_is_in_peril_use_word"	"USE"
"L4D_progress_reviving_friend"	"TEAMGENOOT WEER OP DE BEEN BRENGEN"
"[english]L4D_progress_reviving_friend"	"REVIVING TEAMMATE"
"L4D_progress_being_revived"	"WORDT WEER OP DE BEEN GEBRACHT"
"[english]L4D_progress_being_revived"	"BEING REVIVED"
"L4D_progress_helping_friend_up"	"JE VRIEND HELPEN OPSTAAN"
"[english]L4D_progress_helping_friend_up"	"HELPING YOUR FRIEND UP"
"L4D_progress_being_helped_up"	"WORDT GEHOLPEN OP TE STAAN"
"[english]L4D_progress_being_helped_up"	"BEING HELPED UP"
"L4D_progress_heal"	"BEZIG JEZELF TE GENEZEN"
"[english]L4D_progress_heal"	"HEALING YOURSELF"
"L4D_progress_heal_friend"	"BEZIG TEAMGENOOT TE GENEZEN"
"[english]L4D_progress_heal_friend"	"HEALING TEAMMATE"
"L4D_progress_being_healed"	"WORDT GENEZEN"
"[english]L4D_progress_being_healed"	"BEING HEALED"
"L4D_progress_reviving_player"	"Je redder: %s1"
"[english]L4D_progress_reviving_player"	"Your savior: %s1"
"L4D_progress_healing_player"	"Je genezer: %s1"
"[english]L4D_progress_healing_player"	"Your healer: %s1"
"L4D_progress_healing_target"	"Je doel: %s1"
"[english]L4D_progress_healing_target"	"Your target: %s1"
"L4D_progress_giving_ammo"	"MUNITIE GEVEN"
"[english]L4D_progress_giving_ammo"	"GIVING AMMO"
"L4D_progress_giving_ammo_to_self"	"MUNITIEPAKKET OPENEN"
"[english]L4D_progress_giving_ammo_to_self"	"OPENING AMMO PACK"
"L4D_progress_being_given_ammo"	"MUNITIE PAKKEN"
"[english]L4D_progress_being_given_ammo"	"GETTING AMMO"
"L4D_progress_giving_ammo_target"	"Je doel: %s1"
"[english]L4D_progress_giving_ammo_target"	"Your target: %s1"
"L4D_progress_defibrillator"	"DEFIBRILLATOR GEBRUIKEN"
"[english]L4D_progress_defibrillator"	"USING DEFIBRILLATOR"
"L4D_progress_defibrillator_target"	"Je doel: %s1"
"[english]L4D_progress_defibrillator_target"	"Your target: %s1"
"L4D_progress_open_upgrade_pack_incendiary"	"ONTVLAMBARE MUNITIE GEBRUIKEN"
"[english]L4D_progress_open_upgrade_pack_incendiary"	"DEPLOYING INCENDIARY AMMO"
"L4D_progress_open_upgrade_pack_explosive"	"EXPLOSIEVE MUNITIE GEBRUIKEN"
"[english]L4D_progress_open_upgrade_pack_explosive"	"DEPLOYING EXPLOSIVE AMMO"
"L4D_progress_using_gas_can"	"BENZINE GIETEN"
"[english]L4D_progress_using_gas_can"	"POURING FUEL"
"L4D_progress_using_cola_bottles"	"COLAFLESJES VASTMAKEN"
"[english]L4D_progress_using_cola_bottles"	"ATTACHING COLA BOTTLES"
"L4D_progress_using_cola_bottles_alt1"	"COLAFLESJES AFLEVEREN"
"[english]L4D_progress_using_cola_bottles_alt1"	"DELIVERING COLA BOTTLES"
"L4D_progress_using_cola_bottles_alt2"	"COLAFLESJES LEVEREN"
"[english]L4D_progress_using_cola_bottles_alt2"	"SUPPLYING COLA BOTTLES"
"L4D_btn_ok"	"OK"
"[english]L4D_btn_ok"	"OK"
"L4D_btn_select"	"SELECTEREN"
"[english]L4D_btn_select"	"SELECT"
"L4D_btn_cancel"	"ANNULEREN"
"[english]L4D_btn_cancel"	"CANCEL"
"L4D_btn_spectate"	"TOEKIJKEN"
"[english]L4D_btn_spectate"	"SPECTATE"
"L4D_btn_continue"	"DOORGAAN"
"[english]L4D_btn_continue"	"CONTINUE"
"L4D_btn_dont_show_again"	"Niet meer weergeven"
"[english]L4D_btn_dont_show_again"	"Don't show me this again"
"L4D_btn_dont_show_hunter_again"	"Geef Hunterinfo niet meer weer"
"[english]L4D_btn_dont_show_hunter_again"	"Don't show me Hunter info again"
"L4D_btn_dont_show_smoker_again"	"Geef Smokerinfo niet meer weer"
"[english]L4D_btn_dont_show_smoker_again"	"Don't show me Smoker info again"
"L4D_btn_dont_show_boomer_again"	"Geef Boomerinfo niet meer weer"
"[english]L4D_btn_dont_show_boomer_again"	"Don't show me Boomer info again"
"L4D_btn_dont_show_spitter_again"	"Geef Spitterinfo niet meer weer"
"[english]L4D_btn_dont_show_spitter_again"	"Don't show me Spitter info again"
"L4D_btn_dont_show_charger_again"	"Geef Chargerinfo niet meer weer"
"[english]L4D_btn_dont_show_charger_again"	"Don't show me Charger info again"
"L4D_btn_dont_show_jockey_again"	"Geef Jockeyinfo niet meer weer"
"[english]L4D_btn_dont_show_jockey_again"	"Don't show me Jockey info again"
"L4D_btn_play_survivor"	"IN HET TEAM VAN DE OVERLEVENDEN SPELEN"
"[english]L4D_btn_play_survivor"	"PLAY AS A SURVIVOR"
"L4D_btn_play_infected"	"IN HET TEAM VAN DE GEÏNFECTEERDEN SPELEN"
"[english]L4D_btn_play_infected"	"PLAY AS AN INFECTED"
"L4D_HIT_ASSIST_ATTACK"	"%s1 heeft %s2 geraakt, geholpen door %s3"
"[english]L4D_HIT_ASSIST_ATTACK"	"%s1 hit %s2, assisted by %s3"
"L4D_HIT_ATTACK"	"%s1 heeft %s2 geraakt"
"[english]L4D_HIT_ATTACK"	"%s1 hit %s2"
"L4D_HIT_ASSIST"	"%s1 heeft geholpen tegen %s2"
"[english]L4D_HIT_ASSIST"	"%s1 assisted against %s2"
"L4D_HIT_PUSH_ASSIST_ATTACK"	"%s1 heeft %s2 geduwd, geholpen door %s3"
"[english]L4D_HIT_PUSH_ASSIST_ATTACK"	"%s1 pushed %s2, assisted by %s3"
"L4D_HIT_PUSH_ATTACK"	"%s1 heeft %s2 geduwd"
"[english]L4D_HIT_PUSH_ATTACK"	"%s1 pushed %s2"
"L4D_HIT_POUNCE_ATTACK"	"%s1 heeft %s2 besprongen voor %s3 aan schade"
"[english]L4D_HIT_POUNCE_ATTACK"	"%s1 pounced %s2 for %s3 damage"
"L4D_INCAPACITATE"	"%s1 heeft %s2 uitgeschakeld"
"[english]L4D_INCAPACITATE"	"%s1 incapacitated %s2"
"L4D_INCAPACITATE_ASSIST"	"%s1 heeft geholpen %s2 uit te schakelen"
"[english]L4D_INCAPACITATE_ASSIST"	"%s1 assisted incapacitating %s2"
"L4D_KILLED"	"%s1 heeft %s2 gedood"
"[english]L4D_KILLED"	"%s1 killed %s2"
"L4D_KILLED_HUNTER"	"%s1 heeft een Hunter gedood"
"[english]L4D_KILLED_HUNTER"	"%s1 killed a Hunter"
"L4D_KILLED_BOOMER"	"%s1 heeft een Boomer gedood"
"[english]L4D_KILLED_BOOMER"	"%s1 killed a Boomer"
"L4D_KILLED_SMOKER"	"%s1 heeft een Smoker gedood"
"[english]L4D_KILLED_SMOKER"	"%s1 killed a Smoker"
"L4D_KILLED_SPITTER"	"%s1 heeft een Spitter gedood"
"[english]L4D_KILLED_SPITTER"	"%s1 killed a Spitter"
"L4D_KILLED_CHARGER"	"%s1 heeft een Charger gedood"
"[english]L4D_KILLED_CHARGER"	"%s1 killed a Charger"
"L4D_KILLED_JOCKEY"	"%s1 heeft een Jockey gedood"
"[english]L4D_KILLED_JOCKEY"	"%s1 killed a Jockey"
"L4D_DEFIBRILLATOR_USED"	"%s1 heeft %s2 tot leven gewekt"
"[english]L4D_DEFIBRILLATOR_USED"	"%s1 brought %s2 back from the dead"
"L4D_SCAVENGE_DESTROY_GASCAN"	"%s1 heeft een jerrycan vernietigd"
"[english]L4D_SCAVENGE_DESTROY_GASCAN"	"%s1 destroyed a gas can"
"L4D_VS_REACHED_MARKER"	"De Overlevenden hebben het tot %s1% van het totaal gered!"
"[english]L4D_VS_REACHED_MARKER"	"The Survivors have made it %s1% of the way!"
"L4D_Z_Tip_TANK_FRUSTRATED"	"Een Tank kan niet afwachten en moet blijven aanvallen!\nJe bent de besturing van deze Tank kwijt."
"[english]L4D_Z_Tip_TANK_FRUSTRATED"	"A Tank cannot wait—it must attack!\nYou have lost control of this Tank."
"L4D_Z_Tip_RELOCATED_CLOSER_TO_SURVIVORS"	"De Director heeft je dichter bij de Overlevenden geplaatst"
"[english]L4D_Z_Tip_RELOCATED_CLOSER_TO_SURVIVORS"	"The Director has moved you closer to the Survivors"
"L4D_Scenario_Restart"	"Scenario wordt opnieuw opgestart..."
"[english]L4D_Scenario_Restart"	"Restarting the scenario..."
"L4D_Scenario_Survivors_Dead"	"De Overlevenden zijn overmeesterd"
"[english]L4D_Scenario_Survivors_Dead"	"The Survivors have been overwhelmed"
"L4D_Scenario_Finale_Death_Message"	"...maar je teamgenoten kunnen nog altijd ontsnappen"
"[english]L4D_Scenario_Finale_Death_Message"	"...but your teammates can still escape"
"L4D_Scenario_Radio_Destroyed"	"De radio is vernietigd"
"[english]L4D_Scenario_Radio_Destroyed"	"The radio has been destroyed"
"L4D_Scenario_Finale_Won"	"De Overlevenden zijn ontsnapt!"
"[english]L4D_Scenario_Finale_Won"	"The Survivors have escaped!"
"L4D_OnAwardSaved"	"%s1 heeft %s2 gered"
"[english]L4D_OnAwardSaved"	"%s1 saved %s2"
"L4D_OnAwardSharing"	"%s1 heeft gezondheid gegeven aan %s2"
"[english]L4D_OnAwardSharing"	"%s1 gave health to %s2"
"L4D_OnAwardSharingAdrenaline"	"%s1 heeft adrenaline gegeven aan %s2"
"[english]L4D_OnAwardSharingAdrenaline"	"%s1 gave adrenaline to %s2"
"L4D_OnAwardProtector"	"%s1 heeft %s2 beschermd"
"[english]L4D_OnAwardProtector"	"%s1 protected %s2"
"L4D_OnAwardRescuer"	"%s1 heeft %s2 gered"
"[english]L4D_OnAwardRescuer"	"%s1 rescued %s2"
"L4D_OnAwardMedic"	"%s1 heeft %s2 genezen"
"[english]L4D_OnAwardMedic"	"%s1 healed %s2"
"L4D_TankRangeCull"	"De Overlevenden\nzijn te ver weg.\nKom dichterbij anders word je gedood..."
"[english]L4D_TankRangeCull"	"All of the Survivors\nare too far away.\nGet close or be killed soon..."
"L4D_ZombieRangeCull"	"De Overlevenden\nzijn te ver weg.\nKom dichterbij of laat je dichterblij plaatsen..."
"[english]L4D_ZombieRangeCull"	"All of the Survivors\nare too far away.\nGet close or be moved closer..."
"L4D_ZombieFinaleStart"	"Dood de Overlevenden voordat ze worden gered"
"[english]L4D_ZombieFinaleStart"	"Kill the Survivors before they are rescued"
"L4D_ZombieGoal"	"Voorkom dat de Overlevenden zichzelf in veiligheid brengen"
"[english]L4D_ZombieGoal"	"Prevent the Survivors from reaching safety"
"L4D_ZombieCheckPointDoor"	"Je kunt deuren van schuilkelders niet openbreken. Zoek een weg erlangs."
"[english]L4D_ZombieCheckPointDoor"	"You can't break down safe room doors. Find a way around."
"L4D_Zombie_UI_Press"	"Druk op "
"[english]L4D_Zombie_UI_Press"	"Press "
"L4D_Zombie_UI_Not_Bound"	"< not bound >"
"[english]L4D_Zombie_UI_Not_Bound"	"< not bound >"
"L4D_Zombie_UI_Become"	" om te spelen als "
"[english]L4D_Zombie_UI_Become"	" to become the "
"L4D_Zombie_UI_Tank"	"TANK"
"[english]L4D_Zombie_UI_Tank"	"TANK"
"L4D_Zombie_UI_Will_Become"	"Je wordt "
"[english]L4D_Zombie_UI_Will_Become"	"You will become a "
"L4D_Zombie_UI_One_Second"	" binnen 1 seconde een"
"[english]L4D_Zombie_UI_One_Second"	" in 1 second"
"L4D_Zombie_UI_Are_Become"	"Je wordt een "
"[english]L4D_Zombie_UI_Are_Become"	"You are becoming "
"L4D_Zombie_UI_In"	" in"
"[english]L4D_Zombie_UI_In"	" in"
"L4D_Zombie_UI_Seconds"	"seconden"
"[english]L4D_Zombie_UI_Seconds"	"seconds"
"L4D_Zombie_UI_Become_This"	" om dit te worden "
"[english]L4D_Zombie_UI_Become_This"	" to become this "
"L4D_Zombie_UI_Too_Far"	"TE VER VAN DE OVERLEVENDEN"
"[english]L4D_Zombie_UI_Too_Far"	"TOO FAR FROM THE SURVIVORS"
"L4D_Zombie_UI_Being_Moved_Closer"	"Je wordt dichter bij de Overlevenden geplaatst..."
"[english]L4D_Zombie_UI_Being_Moved_Closer"	"You are being moved closer to the Survivors..."
"L4D_Zombie_UI_To_Be_Moved"	"Kom dichter bij de Overlevenden"
"[english]L4D_Zombie_UI_To_Be_Moved"	"Move closer to the Survivors"
"L4D_Zombie_UI_BadPlace"	"Je kunt hier niet spawnen"
"[english]L4D_Zombie_UI_BadPlace"	"Can't spawn here"
"L4D_Zombie_UI_Wait_For_Tank"	"Wacht op de uitkomst van de Tankstrijd..."
"[english]L4D_Zombie_UI_Wait_For_Tank"	"Waiting for Tank battle conclusion..."
"L4D_Zombie_UI_Spawn_Disabled"	"Spawning is uitgeschakeld..."
"[english]L4D_Zombie_UI_Spawn_Disabled"	"Spawning has been disabled..."
"L4D_Zombie_UI_Wait_For_Finale"	"Wacht op de start van de finale..."
"[english]L4D_Zombie_UI_Wait_For_Finale"	"Waiting for the finale to begin..."
"L4D_Zombie_UI_Wait_For_Stampede"	"Wacht op de volgende stormloop van Geïnfecteerden..."
"[english]L4D_Zombie_UI_Wait_For_Stampede"	"Waiting for the next stampede of Infected..."
"L4D_Zombie_UI_Survivor_Escaped"	"De Overlevenden zijn ontsnapt..."
"[english]L4D_Zombie_UI_Survivor_Escaped"	"The Survivors have escaped..."
"L4D_Zombie_UI_Wait_For_Survivors"	"Wacht op Overlevenden..."
"[english]L4D_Zombie_UI_Wait_For_Survivors"	"Waiting for Survivors..."
"L4D_Zombie_UI_Wait_For_Scrimmage"	"Wachten tot een Overlevende het respawngebied betreedt..."
"[english]L4D_Zombie_UI_Wait_For_Scrimmage"	"Waiting for a Survivor to cross the line of scrimmage..."
"L4D_Zombie_UI_Enter_Spawn_Mode"	"Je betreedt de Spawnmodus in"
"[english]L4D_Zombie_UI_Enter_Spawn_Mode"	"You will enter Spawn Mode in"
"L4D_Zombie_UI_Spawn_In_Second"	"Je betreedt de Spawnmodus in 1 seconde"
"[english]L4D_Zombie_UI_Spawn_In_Second"	"You will enter Spawn Mode in 1 second"
"L4D_Zombie_UI_Entering_Spawn"	"Spawnmodus betreden..."
"[english]L4D_Zombie_UI_Entering_Spawn"	"Entering Spawn Mode..."
"L4D_Zombie_UI_Director_TimeOut"	"De Director heeft een time-out afgekondigd..."
"[english]L4D_Zombie_UI_Director_TimeOut"	"The Director has called a time-out..."
"L4D_Zombie_UI_Wait_For_Safe_Area"	"Wacht tot de Overlevenden het veilige gebied hebben verlaten..."
"[english]L4D_Zombie_UI_Wait_For_Safe_Area"	"Waiting for the Survivors to leave the safe area..."
"L4D_Zombie_UI_Get_Ready_For_Spawn"	"Bereid je voor..."
"[english]L4D_Zombie_UI_Get_Ready_For_Spawn"	"Get ready..."
"L4D_Zombie_UI_Invalid"	"[INVALID]"
"[english]L4D_Zombie_UI_Invalid"	"[INVALID]"
"L4D_Zombie_UI_Press_Fire_To_Play"	"Druk in om te spelen"
"[english]L4D_Zombie_UI_Press_Fire_To_Play"	"Press to play"
"L4D_Zombie_UI_Action"	"Klaar om te spawnen"
"[english]L4D_Zombie_UI_Action"	"Ready to spawn"
"L4D_ReportScreen_Performance"	"Teamprestaties:"
"[english]L4D_ReportScreen_Performance"	"Team Performance:"
"L4D_ReportScreen_Title_Safe"	"Voorlopig zijn we veilig."
"[english]L4D_ReportScreen_Title_Safe"	"We're safe... for now."
"L4D_Hour"	"uur"
"[english]L4D_Hour"	"hour"
"L4D_Hours"	"uren"
"[english]L4D_Hours"	"hours"
"L4D_Minute"	"minuut"
"[english]L4D_Minute"	"minute"
"L4D_Minutes"	"minuten"
"[english]L4D_Minutes"	"minutes"
"L4D_MissionTime_Format_Hours"	"%s1 uur, %s2 minuten"
"[english]L4D_MissionTime_Format_Hours"	"%s1 hours, %s2 minutes"
"L4D_Gameplay_Stats"	"Spelstatistieken"
"[english]L4D_Gameplay_Stats"	"Gameplay Stats"
"L4D_Stat_Mission_Time"	"Totale campagnetijd"
"[english]L4D_Stat_Mission_Time"	"Total campaign time"
"L4D_Stat_Time_Played"	"Totale speeltijd"
"[english]L4D_Stat_Time_Played"	"Total time played"
"L4D_Stat_Favorite_Mission"	"Favoriete campagne"
"[english]L4D_Stat_Favorite_Mission"	"Favorite campaign"
"L4D_Stat_Favorite_Weapon"	"Favoriete wapen"
"[english]L4D_Stat_Favorite_Weapon"	"Favorite weapon"
"L4D_Stat_Achievements_Earned"	"Prestaties behaald"	[$WIN32]
"[english]L4D_Stat_Achievements_Earned"	"Achievements earned"
"L4D_Stat_Achievements_Earned"	"Prestaties behaald"	[$X360]
"[english]L4D_Stat_Achievements_Earned"	"Achievements earned"
"L4D_Stat_Restarts"	"Aantal keren opnieuw gestart"
"[english]L4D_Stat_Restarts"	"Number of times restarted"
"L4D_Stat_Tagline"	"%s1 zombies is letsel toegebracht bij het maken van deze film."
"[english]L4D_Stat_Tagline"	"%s1 zombies were harmed in the making of this film."
"L4D_Highlight_LeastFriendlyFire"	"VOORZICHTIGSTE TEAMGENOOT:"
"[english]L4D_Highlight_LeastFriendlyFire"	"MOST CAREFUL TEAMMATE:"
"L4D_Highlight_MostSpecialsKilled"	"SPECIALENKILLER:"
"[english]L4D_Highlight_MostSpecialsKilled"	"SPECIAL KILLER:"
"L4D_Highlight_MostHeals"	"TEAMDOKTER"
"[english]L4D_Highlight_MostHeals"	"TEAM MEDIC:"
"L4D_Highlight_MostSaves"	"GROOTSTE REDDER:"
"[english]L4D_Highlight_MostSaves"	"GREATEST SAVIOR:"
"L4D_Highlight_LeastDamageTaken"	"MINSTE VERWONDINGEN OPGELOPEN:"
"[english]L4D_Highlight_LeastDamageTaken"	"LEAST DAMAGE TAKEN:"
"L4D_Highlight_LeastIncaps"	"MINSTE UITSCHAKELINGEN:"
"[english]L4D_Highlight_LeastIncaps"	"FEWEST INCAPS:"
"L4D_Highlight_MostDamageToTank"	"TANKSLACHTER:"
"[english]L4D_Highlight_MostDamageToTank"	"TANK SLAYER:"
"L4D_Highlight_MostDamageToWitch"	"WITCHJAGER:"
"[english]L4D_Highlight_MostDamageToWitch"	"WITCH HUNTER:"
"L4D_Highlight_MostAccurate"	"SCHERPSCHUTTER:"
"[english]L4D_Highlight_MostAccurate"	"SHARPSHOOTER:"
"L4D_Highlight_MostHeadshots"	"KOPPENSNELLER:"
"[english]L4D_Highlight_MostHeadshots"	"HEADHUNTER:"
"L4D_Highlight_MostInfectedKilled"	"ALGEMENE VERDEDIGING:"
"[english]L4D_Highlight_MostInfectedKilled"	"GENERAL DEFENSE:"
"L4D_HIghlight_MostProtects"	"BESCHERMER:"
"[english]L4D_HIghlight_MostProtects"	"PROTECTOR:"
"L4D_Highlight_MostMeleeKills"	"MAN-TEGEN-MANVECHTER:"
"[english]L4D_Highlight_MostMeleeKills"	"MELEE FIGHTER:"
"L4D_Highlight_LeastFriendlyFire_Desc"	"Minste incidenten met vriendelijk vuur"
"[english]L4D_Highlight_LeastFriendlyFire_Desc"	"Fewest friendly fire incidents"
"L4D_Highlight_MostSpecialsKilled_Desc"	"Meeste Speciale Geïnfecteerden gedood"
"[english]L4D_Highlight_MostSpecialsKilled_Desc"	"Killed the most Special Infected"
"L4D_Highlight_MostHeals_Desc"	"Meeste teamgenoten genezen"
"[english]L4D_Highlight_MostHeals_Desc"	"Healed the most teammates"
"L4D_Highlight_MostSaves_Desc"	"Meeste teamgenoten weer op de been gebracht"
"[english]L4D_Highlight_MostSaves_Desc"	"Revived the most teammates"
"L4D_Highlight_LeastDamageTaken_Desc"	"Minste verwondingen opgelopen"
"[english]L4D_Highlight_LeastDamageTaken_Desc"	"Took the least amount of damage"
"L4D_Highlight_LeastIncaps_Desc"	"Minste aantal keren uitgeschakeld"
"[english]L4D_Highlight_LeastIncaps_Desc"	"Was incapacitated the least number of times"
"L4D_Highlight_MostDamageToTank_Desc"	"Meeste verwondingen aan Tank toegebracht"
"[english]L4D_Highlight_MostDamageToTank_Desc"	"Did the most damage to the Tank"
"L4D_Highlight_MostDamageToWitch_Desc"	"Meeste verwondingen aan Witch toegebracht"
"[english]L4D_Highlight_MostDamageToWitch_Desc"	"Did the most damage to the Witch"
"L4D_Highlight_MostAccurate_Desc"	"Hoogste mate van nauwkeurigheid"
"[english]L4D_Highlight_MostAccurate_Desc"	"Highest level of accuracy"
"L4D_Highlight_MostHeadshots_Desc"	"Totale aantal hoofdschoten"
"[english]L4D_Highlight_MostHeadshots_Desc"	"Total Headshots"
"L4D_Highlight_MostInfectedKilled_Desc"	"Meeste Geïnfecteerden gedood"
"[english]L4D_Highlight_MostInfectedKilled_Desc"	"Killed the most Infected"
"L4D_Highlight_MostProtects_Desc"	"Meeste teamgenoten beschermd"
"[english]L4D_Highlight_MostProtects_Desc"	"Protected the most teammates"
"L4D_Highlight_MostMeleeKills_Desc"	"Meeste doden met een slagwapen"
"[english]L4D_Highlight_MostMeleeKills_Desc"	"Most kills with a melee weapon"
"L4D_Highlight_MostDeaths_Desc"	"Doden"
"[english]L4D_Highlight_MostDeaths_Desc"	"Deaths"
"L4D_Highlight_Incaps_Desc"	"Aantal keren uitgeschakeld"
"[english]L4D_Highlight_Incaps_Desc"	"Number of times incapacitated"
"L4D_Highlight_MedkitsUsed_Desc"	"EHBO-dozen gebruikt"
"[english]L4D_Highlight_MedkitsUsed_Desc"	"First aid kits used"
"L4D_Highlight_PillsUsed_Desc"	"Pijnstillers gebruikt"
"[english]L4D_Highlight_PillsUsed_Desc"	"Pain pills used"
"L4D_Highlight_PipebombsUsed_Desc"	"Pijpbommen gebruikt"
"[english]L4D_Highlight_PipebombsUsed_Desc"	"Pipe bombs used"
"L4D_Highlight_MolotovsUsed_Desc"	"Molotovcocktails gebruikt"
"[english]L4D_Highlight_MolotovsUsed_Desc"	"Molotovs used"
"L4D_Highlight_BoomerBilesUsed_Desc"	"Potten gal gebruikt"
"[english]L4D_Highlight_BoomerBilesUsed_Desc"	"Bile jars used"
"L4D_Highlight_AdrenalinesUsed_Desc"	"Adrenalineshots gebruikt"
"[english]L4D_Highlight_AdrenalinesUsed_Desc"	"Adrenaline shots used"
"L4D_Highlight_DefibrillatorsUsed_Desc"	"Defibrillators gebruikt"
"[english]L4D_Highlight_DefibrillatorsUsed_Desc"	"Defibrillators used"
"L4D_Highlight_MeleeKills_Desc"	"Gedood met slagwapen"
"[english]L4D_Highlight_MeleeKills_Desc"	"Melee kills"
"L4D_Highlight_HuntersKilled_Desc"	"Hunters gedood"
"[english]L4D_Highlight_HuntersKilled_Desc"	"Hunters killed"
"L4D_Highlight_BoomersKilled_Desc"	"Boomers gedood"
"[english]L4D_Highlight_BoomersKilled_Desc"	"Boomers killed"
"L4D_Highlight_SmokersKilled_Desc"	"Smokers gedood"
"[english]L4D_Highlight_SmokersKilled_Desc"	"Smokers killed"
"L4D_Highlight_ChargersKilled_Desc"	"Chargers gedood"
"[english]L4D_Highlight_ChargersKilled_Desc"	"Chargers killed"
"L4D_Highlight_JockeysKilled_Desc"	"Jockeys gedood"
